Danceability,Tempo,Instrumentalness,Energy,Acousticness,Valence,Liveness,Loudness,Speechiness,Label
0.658,119.001,0.0648,0.446,0.0567,0.0552,0.0864,-8.911,0.0352,1
0.526,82.105,0.839,0.437,0.923,0.455,0.111,-8.084,0.0248,1
0.709,113.983,0.575,0.464,0.534,0.556,0.0833,-8.481,0.0287,1
0.377,172.102,0.000249,0.473,0.707,0.232,0.14,-5.98,0.0281,1
0.561,126.014,0.201,0.438,0.435,0.127,0.125,-11.63,0.0321,1
0.551,57.478,0.0305,0.178,0.897,0.247,0.108,-13.846,0.045,1
0.676,134.073,0.000651,0.245,0.625,0.071,0.155,-10.563,0.0631,1
0.328,172.875,4.21e-05,0.0976,0.937,0.127,0.101,-13.828,0.0457,1
0.33,77.826,3.74e-05,0.504,0.385,0.37,0.379,-10.395,0.0388,1
0.779,89.965,5.14e-06,0.407,0.442,0.642,0.104,-7.647,0.0657,1
0.611,107.04,0.4,0.23,0.846,0.336,0.0958,-18.948,0.0289,1
0.547,170.029,0.426,0.489,0.0955,0.363,0.112,-9.716,0.0302,1
0.57,124.11,5.22e-06,0.25,0.753,0.0603,0.119,-10.676,0.0392,1
0.567,82.971,0.0591,0.449,0.725,0.0781,0.379,-11.711,0.043,1
0.376,110.013,0.000704,0.334,0.712,0.239,0.115,-11.755,0.0291,1
0.255,99.764,0.98,0.421,0.968,0.231,0.108,-11.985,0.0383,1
0.711,88.019,0.754,0.422,0.908,0.314,0.0781,-12.971,0.0621,1
0.419,82.018,0.0,0.497,0.582,0.286,0.11,-8.722,0.0329,1
0.37,155.876,0.000137,0.785,0.352,0.393,0.22,-3.599,0.0335,1
0.16,75.018,0.906,0.268,0.768,0.033,0.0959,-16.36,0.033,1
0.732,116.964,0.0364,0.462,0.251,0.51,0.117,-12.536,0.0503,1
0.515,158.004,0.107,0.41,0.523,0.128,0.261,-13.05,0.0358,1
0.552,113.949,0.00026,0.151,0.961,0.33,0.0979,-11.498,0.0446,1
0.682,96.195,0.00869,0.524,0.303,0.51,0.113,-8.549,0.024,1
0.591,95.013,0.138,0.489,0.368,0.226,0.0948,-11.942,0.0326,1
0.352,133.009,0.833,0.417,0.828,0.21,0.126,-8.934,0.0308,1
0.222,99.723,0.00105,0.517,0.0164,0.184,0.184,-7.276,0.0521,1
0.652,104.03,0.00469,0.347,0.863,0.272,0.0658,-13.06,0.027,1
0.724,114.987,0.0099,0.441,0.388,0.409,0.337,-9.873,0.0391,1
0.591,143.943,0.733,0.37,0.895,0.367,0.103,-12.9,0.0344,1
0.715,109.043,0.0,0.207,0.912,0.247,0.13,-14.154,0.0336,1
0.683,72.015,0.00907,0.246,0.778,0.418,0.11,-11.378,0.0488,1
0.308,139.085,0.949,0.223,0.903,0.142,0.353,-13.652,0.0303,1
0.539,88.991,0.377,0.158,0.98,0.0775,0.0936,-14.41,0.036,1
0.611,103.034,8.35e-05,0.58,0.754,0.271,0.0964,-9.67,0.0669,1
0.223,102.409,0.0802,0.199,0.865,0.0605,0.0982,-15.952,0.0307,1
0.761,97.972,0.291,0.283,0.839,0.171,0.0925,-16.793,0.119,1
0.569,117.862,0.828,0.516,0.624,0.468,0.099,-11.084,0.0272,1
0.437,158.883,0.379,0.475,0.641,0.124,0.125,-11.677,0.0315,1
0.579,109.963,0.226,0.307,0.669,0.106,0.113,-10.198,0.0286,1
0.45,120.238,0.0503,0.0735,0.956,0.162,0.104,-15.621,0.0383,1
0.788,108.027,0.00133,0.477,0.587,0.459,0.456,-9.91,0.166,1
0.592,127.344,0.696,0.151,0.912,0.291,0.109,-14.161,0.0332,1
0.685,65.039,0.559,0.542,0.0411,0.651,0.0791,-8.522,0.0428,1
0.77,118.023,0.407,0.393,0.142,0.482,0.108,-12.011,0.0303,1
0.667,100.021,8.1e-05,0.719,0.00285,0.717,0.0736,-5.371,0.0346,0
0.825,139.98,1.48e-05,0.483,0.538,0.892,0.204,-5.746,0.08,0
0.665,93.989,0.00342,0.712,0.00103,0.669,0.102,-7.536,0.0527,0
0.716,86.005,0.0,0.563,0.326,0.495,0.119,-5.486,0.0425,0
0.704,120.003,0.00144,0.758,0.233,0.534,0.0924,-3.537,0.0402,0
0.598,123.935,0.0,0.526,0.129,0.529,0.14,-8.659,0.0415,0
0.691,153.976,0.0,0.733,0.184,0.797,0.341,-5.02,0.0368,0
0.806,147.986,0.0,0.546,0.3,0.874,0.102,-6.637,0.0575,0
0.79,103.007,0.00252,0.694,0.145,0.508,0.281,-7.726,0.0708,0
0.787,110.962,3.57e-06,0.673,0.256,0.786,0.0904,-4.577,0.158,0
0.761,105.979,0.0,0.607,0.00277,0.71,0.132,-6.274,0.0964,0
0.585,101.939,0.00224,0.62,0.0426,0.281,0.15,-8.09,0.0327,0
0.708,102.046,0.000244,0.661,0.0396,0.317,0.113,-6.543,0.0546,0
0.733,125.311,7.59e-06,0.552,0.0833,0.279,0.141,-7.404,0.0993,0
0.65,118.966,0.000492,0.625,0.00536,0.296,0.119,-10.122,0.0359,0
0.686,123.032,1.33e-06,0.83,0.0948,0.486,0.182,-4.437,0.0369,0
0.765,144.958,7.39e-06,0.689,0.236,0.497,0.114,-5.616,0.0456,0
0.548,95.39,0.0,0.816,0.122,0.557,0.335,-4.209,0.0465,0
0.789,122.031,0.0,0.72,0.223,0.664,0.129,-5.652,0.218,0
0.667,92.043,4.48e-05,0.583,0.231,0.187,0.181,-5.127,0.0747,0
0.404,148.036,0.0,0.806,0.198,0.112,0.114,-4.75,0.0496,0
0.838,114.998,8.01e-05,0.545,0.208,0.631,0.103,-6.713,0.0706,0
0.878,112.022,0.0,0.525,0.183,0.694,0.0714,-6.832,0.0578,0
0.643,108.992,0.0,0.768,0.174,0.597,0.469,-4.316,0.0455,0
0.682,106.898,0.0,0.783,0.0262,0.323,0.206,-4.997,0.18,0
0.626,89.132,0.0,0.726,0.235,0.257,0.304,-5.015,0.0376,0
0.862,122.963,7.49e-06,0.4,0.00575,0.596,0.123,-7.486,0.0736,0
0.665,97.968,0.0,0.703,0.128,0.257,0.115,-3.885,0.07,0
0.456,90.552,0.0,0.496,0.427,0.45,0.134,-6.986,0.0743,0
0.738,98.047,0.0,0.717,0.062,0.5,0.205,-5.121,0.0573,0
0.56,89.391,0.0,0.68,0.555,0.319,0.116,-7.648,0.321,0
0.513,139.987,0.0,0.788,0.00968,0.234,0.11,-4.629,0.0364,0
0.294,85.332,0.0,0.505,0.12,0.357,0.0977,-8.106,0.042,0
0.794,123.941,0.0,0.793,0.0125,0.677,0.0952,-4.521,0.0842,0
0.815,151.891,0.0,0.518,0.223,0.877,0.104,-6.594,0.0897,0
0.572,127.19,0.0,0.742,0.245,0.376,0.108,-4.589,0.0347,0
0.627,139.994,0.00077,0.446,0.308,0.11,0.111,-9.477,0.0332,0
0.397,175.562,0.0,0.524,0.607,0.343,0.157,-5.846,0.103,0
0.591,104.003,0.0,0.702,0.225,0.501,0.414,-5.59,0.0289,0
0.629,113.95,4.34e-05,0.82,0.0142,0.329,0.039,-5.651,0.0543,0
0.78,92.107,0.0,0.261,0.332,0.639,0.238,-9.626,0.0488,0
0.443,147.589,0.0,0.582,0.0301,0.239,0.127,-6.02,0.0482,0
0.59,107.356,0.0,0.642,0.0771,0.651,0.105,-3.87,0.122,0
0.511,109.022,6.63e-06,0.747,0.0393,0.564,0.028,-5.904,0.124,0
0.741,102.998,1.97e-06,0.52,0.45,0.347,0.222,-7.513,0.0656,0
0.529,74.619,0.0,0.496,0.214,0.588,0.212,-6.668,0.151,0
0.547,118.118,0.0,0.795,0.145,0.723,0.11,-3.721,0.0489,0
0.278,178.346,5.78e-06,0.931,0.00525,0.167,0.144,-3.719,0.121,0
0.668,95.927,0.0,0.892,0.298,0.478,0.735,-3.001,0.0645,0
0.654,89.991,0.0,0.63,0.153,0.43,0.111,-4.644,0.0259,0
0.673,96.964,0.0,0.687,0.269,0.524,0.181,-5.295,0.0623,0
0.638,129.856,0.0,0.688,0.00775,0.434,0.126,-4.056,0.0407,0
0.362,166.31,0.0,0.708,0.0226,0.513,0.0873,-4.046,0.0672,0
0.561,76.826,0.0,0.597,0.286,0.355,0.0979,-6.0,0.0405,0
0.485,87.009,0.0,0.461,0.44,0.324,0.232,-5.646,0.0444,0
0.795,94.01,0.0,0.496,0.108,0.874,0.0645,-5.883,0.0722,0
0.591,109.034,0.0,0.841,0.0119,0.392,0.395,-4.351,0.0304,0
0.503,107.975,0.00162,0.808,0.0254,0.283,0.557,-5.051,0.045,0
0.532,130.013,0.000222,0.66,0.105,0.676,0.0996,-7.138,0.0825,0
0.384,179.823,2.24e-06,0.689,0.0217,0.702,0.204,-5.598,0.197,0
0.579,95.094,4.31e-06,0.832,0.119,0.337,0.167,-5.635,0.0535,0
0.429,97.954,0.0,0.553,0.458,0.382,0.0766,-4.838,0.0669,0
0.693,103.952,6.05e-06,0.678,0.0154,0.404,0.101,-7.159,0.0324,0
0.824,98.027,0.000104,0.588,0.692,0.513,0.149,-6.4,0.0924,0
0.852,113.039,1.03e-06,0.698,0.00839,0.324,0.0773,-7.206,0.0629,0
0.764,91.019,0.0,0.32,0.837,0.575,0.0822,-7.209,0.0546,0
0.727,106.033,4.27e-05,0.797,0.311,0.6,0.0922,-7.956,0.0454,0
0.559,117.914,0.0,0.915,0.222,0.361,0.113,-4.811,0.132,0
0.693,117.999,0.0,0.575,0.374,0.492,0.252,-6.998,0.0801,0
0.759,121.049,0.0,0.605,0.156,0.64,0.694,-7.737,0.0433,0
0.77,99.991,0.0,0.882,0.194,0.385,0.316,-4.792,0.0602,0
0.394,151.912,0.0,0.718,0.706,0.247,0.116,-6.336,0.0607,0
0.672,116.945,0.00047,0.752,0.0046,0.429,0.056,-4.866,0.0843,0
0.728,137.97,2.08e-05,0.701,0.0945,0.413,0.181,-6.58,0.0406,0
0.843,168.983,0.0,0.741,0.0252,0.68,0.096,-5.609,0.334,0
0.911,149.996,3.68e-05,0.637,0.0409,0.66,0.238,-8.381,0.447,0
0.916,142.12,1.74e-06,0.682,0.0629,0.67,0.0801,-3.965,0.334,0
0.863,163.991,0.0,0.633,0.0118,0.545,0.285,-5.002,0.287,0
0.751,84.976,0.0,0.604,0.00134,0.262,0.127,-4.787,0.194,0
0.879,106.043,0.0,0.499,0.24,0.405,0.0967,-6.027,0.18,0
0.881,139.977,0.0,0.781,0.0523,0.659,0.0928,-4.932,0.184,0
0.617,135.781,1.1e-06,0.525,0.554,0.377,0.135,-10.426,0.12,0
0.815,96.982,0.000102,0.513,0.0145,0.17,0.14,-8.363,0.244,0
0.865,75.971,0.0,0.408,0.0127,0.184,0.0989,-10.281,0.464,0
0.87,160.064,0.0,0.754,0.0663,0.689,0.11,-4.654,0.288,0
0.962,123.998,0.000133,0.352,0.367,0.28,0.124,-7.863,0.566,0
0.742,174.019,0.0,0.731,0.0851,0.547,0.131,-4.362,0.306,0
0.518,134.965,0.0,0.702,0.128,0.878,0.075,-6.91,0.208,0
0.656,111.804,0.00102,0.453,0.307,0.0407,0.113,-5.395,0.0351,0
0.679,152.001,0.0,0.728,0.159,0.46,0.107,-3.092,0.154,0
0.649,106.626,0.0,0.676,0.437,0.408,0.118,-3.795,0.152,0
0.831,108.042,0.0,0.627,0.276,0.76,0.199,-6.614,0.176,0
0.783,157.056,0.0,0.745,0.238,0.371,0.155,-4.798,0.27,0
0.771,140.088,0.0,0.71,0.24,0.447,0.129,-5.246,0.332,0
0.879,162.021,0.0,0.608,0.00268,0.522,0.143,-4.994,0.304,0
0.787,110.962,3.57e-06,0.673,0.256,0.786,0.0904,-4.577,0.158,0
0.568,179.985,0.0,0.764,0.217,0.625,0.0931,-3.465,0.255,0
0.843,127.004,6.62e-06,0.597,0.0715,0.56,0.104,-6.452,0.0635,0
0.933,106.01,0.0,0.556,0.00438,0.504,0.114,-6.115,0.216,0
0.686,90.634,0.0,0.614,0.103,0.355,0.0888,-7.897,0.36,0
0.42,95.575,0.0,0.731,0.233,0.588,0.196,-2.657,0.0548,0
0.572,128.331,0.0,0.519,0.536,0.35,0.102,-7.092,0.212,0
0.834,150.126,0.0,0.531,0.0662,0.415,0.136,-5.708,0.36,0
0.941,100.986,4.47e-06,0.672,0.0211,0.511,0.118,-6.053,0.214,0
0.904,135.06,0.0,0.564,0.00944,0.418,0.123,-6.323,0.295,0
0.916,100.002,0.0,0.767,0.207,0.393,0.278,-4.023,0.177,0
0.893,133.018,0.000121,0.579,0.0641,0.611,0.215,-8.995,0.113,0
0.845,160.091,0.000432,0.446,0.00272,0.801,0.328,-9.866,0.365,0
0.895,100.035,0.0,0.277,0.0144,0.176,0.0959,-8.863,0.0869,0
0.924,99.997,1.61e-06,0.642,0.0195,0.376,0.101,-5.262,0.0843,0
0.764,155.109,0.0,0.54,0.245,0.541,0.0846,-8.73,0.224,0
0.828,136.081,2.18e-06,0.41,0.0121,0.532,0.318,-11.852,0.376,0
0.88,153.871,0.000695,0.464,0.00454,0.624,0.097,-7.213,0.392,0
0.573,97.327,0.0,0.747,0.275,0.43,0.147,-4.558,0.196,0
0.836,190.088,0.0,0.782,0.0182,0.556,0.1,-6.295,0.408,0
0.903,155.964,0.0,0.615,0.0369,0.886,0.0823,-6.121,0.377,0
0.726,115.918,0.0,0.408,0.603,0.459,0.225,-6.606,0.0614,0
0.963,131.932,0.0,0.434,0.037,0.645,0.0898,-8.241,0.263,0
0.808,94.864,0.0,0.905,0.0191,0.745,0.226,-4.252,0.383,0
0.75,127.126,0.000191,0.465,0.128,0.205,0.134,-9.051,0.158,0
0.863,75.041,0.0,0.468,0.164,0.725,0.107,-9.693,0.498,0
0.701,99.956,0.0,0.778,0.125,0.609,0.0828,-5.076,0.201,0
0.685,95.518,0.0,0.667,0.0564,0.643,0.115,-3.837,0.0365,0
0.674,145.965,0.0,0.506,0.173,0.183,0.0866,-10.532,0.0434,0
0.834,155.008,0.0,0.73,0.00513,0.446,0.124,-3.714,0.222,0
0.8,143.01,0.0,0.578,0.00381,0.367,0.359,-5.144,0.0485,0
0.678,186.005,6.35e-06,0.588,0.141,0.486,0.137,-7.015,0.276,0
0.826,91.999,4.89e-05,0.504,0.152,0.509,0.369,-7.355,0.14,0
0.889,96.056,0.0,0.816,0.472,0.777,0.204,-4.67,0.247,0
0.638,84.978,0.0,0.708,0.0973,0.606,0.177,-5.342,0.0754,0
0.592,179.853,0.0,0.634,0.358,0.741,0.121,-4.199,0.262,0
0.835,91.03,6e-05,0.626,0.0589,0.35,0.396,-5.833,0.125,0
0.439,151.964,1.19e-06,0.755,0.000531,0.333,0.209,-5.277,0.0379,0
0.752,136.041,9.11e-06,0.488,0.297,0.533,0.0936,-7.05,0.0705,0
0.58,86.938,0.0,0.75,0.159,0.728,0.274,-4.421,0.194,0
0.597,92.035,0.0,0.517,0.179,0.412,0.307,-6.963,0.365,0
0.816,136.048,0.0,0.726,0.099,0.65,0.372,-3.998,0.129,0
0.736,140.141,0.0,0.74,0.515,0.803,0.0468,-2.18,0.0786,0
0.706,91.031,0.0,0.751,0.173,0.195,0.168,-6.323,0.0708,0
0.638,97.021,0.000384,0.738,0.117,0.657,0.689,-4.976,0.0292,0
0.652,95.961,0.0,0.912,0.281,0.963,0.28,-6.565,0.0485,0
0.537,136.634,9.75e-05,0.462,0.574,0.356,0.108,-7.501,0.0289,0
0.889,110.565,0.000788,0.441,0.0405,0.963,0.038,-9.506,0.0379,0
0.797,108.57,0.000996,0.415,0.362,0.736,0.0357,-12.309,0.0325,0
0.531,177.67,1.28e-05,0.577,0.117,0.498,0.0896,-9.363,0.0315,0
0.842,95.881,4.82e-06,0.801,0.157,0.617,0.0642,-4.167,0.228,0
0.853,134.066,0.0,0.56,0.013,0.86,0.0944,-4.961,0.0406,0
0.684,95.985,0.0,0.905,0.285,0.492,0.525,-3.187,0.0765,0
0.566,156.937,0.00103,0.883,0.0115,0.483,0.317,-7.117,0.0374,0
0.583,174.028,0.0,0.829,0.00864,0.575,0.0426,-4.603,0.134,0
0.773,101.143,0.000354,0.794,0.527,0.907,0.113,-4.954,0.0326,0
0.442,89.338,0.0,0.83,0.128,0.578,0.129,-4.02,0.146,0
0.874,106.023,0.0,0.497,0.22,0.542,0.0761,-5.484,0.0562,0
0.551,127.657,0.000257,0.947,0.000652,0.466,0.0637,-4.671,0.152,0
0.908,112.238,0.0,0.669,0.00286,0.662,0.237,-2.827,0.0738,0
0.894,105.018,0.0,0.791,0.0183,0.583,0.0388,-4.699,0.112,0
0.593,124.046,0.0,0.349,0.722,0.218,0.133,-6.894,0.0284,0
0.61,87.379,0.0,0.471,0.0634,0.63,0.118,-9.151,0.0261,0
0.6,140.123,7.1e-05,0.931,0.0296,0.542,0.392,-4.647,0.0734,0
0.674,129.951,1.52e-06,0.774,0.325,0.702,0.323,-6.004,0.0349,0
0.746,153.897,4.02e-05,0.978,0.0555,0.652,0.026,-5.324,0.0978,0
0.775,166.008,7.26e-05,0.679,0.18,0.619,0.068,-4.985,0.135,0
0.469,124.193,0.00201,0.537,0.0241,0.783,0.269,-10.421,0.152,0
0.817,94.001,0.000132,0.714,0.184,0.714,0.042,-7.501,0.141,0
0.755,93.973,0.0,0.789,0.231,0.737,0.351,-4.502,0.146,0
0.582,205.846,0.0,0.272,0.875,0.354,0.13,-5.662,0.0501,0
0.574,76.899,0.0,0.512,0.234,0.512,0.0946,-6.664,0.0503,0
0.879,79.956,0.0,0.234,0.28,0.479,0.191,-12.293,0.352,0
0.774,100.041,3.12e-05,0.626,0.0969,0.777,0.0848,-4.432,0.0432,0
0.647,79.974,0.0,0.514,0.0655,0.387,0.398,-10.05,0.0593,0
0.794,94.017,0.0,0.735,0.176,0.777,0.118,-3.412,0.0757,0
0.445,139.583,0.000742,0.318,0.655,0.189,0.0901,-9.728,0.0275,0
0.623,116.593,8.65e-05,0.425,0.306,0.392,0.108,-13.045,0.0291,0
0.513,171.017,0.000209,0.796,0.00147,0.345,0.0938,-4.075,0.0629,0
0.48,83.026,0.0,0.645,0.156,0.54,0.0747,-4.302,0.252,0
0.761,105.979,0.0,0.607,0.00277,0.71,0.132,-6.274,0.0964,0
0.695,103.014,0.0,0.883,0.0533,0.907,0.213,-2.286,0.0778,0
0.573,120.077,0.0,0.739,0.212,0.363,0.175,-5.455,0.0581,0
0.726,128.02,2.64e-06,0.763,0.524,0.516,0.0943,-6.872,0.0882,0
0.65,118.966,0.000492,0.625,0.00536,0.296,0.119,-10.122,0.0359,0
0.548,95.39,0.0,0.816,0.122,0.557,0.335,-4.209,0.0465,0
0.593,123.76,0.0,0.877,0.123,0.635,0.503,-3.825,0.0677,0
0.686,123.032,1.33e-06,0.83,0.0948,0.486,0.182,-4.437,0.0369,0
0.766,122.012,1.81e-06,0.548,0.0263,0.552,0.21,-7.834,0.0373,0
0.878,112.022,0.0,0.525,0.183,0.694,0.0714,-6.832,0.0578,0
0.584,117.817,0.0,0.607,0.426,0.374,0.101,-6.605,0.0356,0
0.745,118.97,2.08e-05,0.555,0.6,0.673,0.262,-6.806,0.052,0
0.693,95.972,0.0,0.674,0.185,0.378,0.0639,-4.449,0.0723,0
0.654,120.019,0.0,0.795,0.178,0.465,0.19,-4.419,0.0536,0
0.643,108.992,0.0,0.768,0.174,0.597,0.469,-4.316,0.0455,0
0.741,125.962,0.0,0.733,0.143,0.549,0.103,-4.572,0.0367,0
0.617,168.12,0.0,0.837,0.0842,0.8,0.344,-5.574,0.115,0
0.764,110.006,0.0,0.573,0.109,0.685,0.324,-4.385,0.0484,0
0.629,95.961,1.6e-06,0.866,0.00903,0.353,0.245,-4.469,0.0732,0
0.579,126.007,0.00359,0.804,0.0304,0.137,0.105,-4.618,0.028,0
0.758,120.964,0.0,0.742,0.0824,0.648,0.0391,-5.73,0.043,0
0.732,145.034,0.0,0.856,0.0828,0.771,0.323,-2.2,0.0929,0
0.611,122.983,1.84e-05,0.651,0.148,0.357,0.105,-6.973,0.0587,0
0.868,126.976,1.69e-05,0.862,0.0228,0.623,0.0898,-4.863,0.0812,0
0.513,139.987,0.0,0.788,0.00968,0.234,0.11,-4.629,0.0364,0
0.721,124.065,0.0,0.785,0.248,0.709,0.516,-3.496,0.0572,0
0.794,123.941,0.0,0.793,0.0125,0.677,0.0952,-4.521,0.0842,0
0.815,151.891,0.0,0.518,0.223,0.877,0.104,-6.594,0.0897,0
0.7,125.03,7.08e-06,0.872,0.121,0.761,0.103,-5.896,0.0666,0
0.781,103.024,4.67e-06,0.668,0.149,0.754,0.152,-8.36,0.0645,0
0.847,119.961,0.0,0.667,0.195,0.854,0.249,-6.273,0.156,0
0.421,175.788,0.0,0.669,0.151,0.326,0.635,-4.724,0.127,0
0.774,119.964,6.11e-06,0.747,0.0241,0.833,0.342,-3.908,0.082,0
0.654,123.978,0.0,0.787,0.00515,0.409,0.144,-4.999,0.0502,0
0.81,116.019,6.69e-05,0.7,0.267,0.193,0.137,-5.664,0.0399,0
0.591,104.003,0.0,0.702,0.225,0.501,0.414,-5.59,0.0289,0
0.733,102.011,0.0,0.717,0.136,0.491,0.108,-6.065,0.0465,0
0.685,105.054,0.0,0.75,0.0436,0.688,0.272,-4.818,0.0837,0
0.891,130.079,0.0,0.484,0.323,0.735,0.109,-10.029,0.0822,0
0.635,99.942,0.0,0.837,0.25,0.668,0.0813,-3.943,0.108,0
0.666,114.963,0.0,0.435,0.369,0.6,0.106,-8.089,0.0391,0
